id,title,company,location,region,description,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category,created,redirect_url,query,collected_at
synthetic-00011,Data Analyst - Thistledown Public Sector,Thistledown Public Sector,Glasgow,Scotland,"We are looking for a Data Analyst to join our growing data team in Glasgow. <p>Key skills and experience:</p><ul><li>Power BI</li><li>Tableau</li><li>SQL</li><li>Python</li><li>Statistical Analysis</li><li>Stakeholder Management</li><li>Excel</li></ul> <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,permanent,full_time,IT Jobs,2026-07-27T23:40:55.821713+00:00,https://example-jobs.invalid/job/11,data analyst,2026-07-29T11:40:55.821713+00:00
synthetic-00012,Senior Data Engineer - Orbital Logistics,Orbital Logistics,Edinburgh,Scotland,"We are looking for a Senior Data Engineer to join our growing data team in Edinburgh. <p>Key skills and experience:</p><ul><li>ETL/ELT</li><li>AWS</li><li>SQL</li><li>Docker</li><li>Git</li><li>Kafka</li><li>Airflow</li><li>Databricks</li><li>Kubernetes</li><li>Spark</li><li>Python</li></ul> <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,contract,full_time,IT Jobs,2026-06-24T14:40:55.821713+00:00,https://example-jobs.invalid/job/12,senior data engineer,2026-06-26T01:40:55.821713+00:00
synthetic-00013,Data Analyst,Marlow Digital,"Remote, UK",Remote,"Marlow Digital is hiring a Data Analyst to help shape our data strategy. You will bring the following: Python, Power BI, Tableau, Excel, SQL, Statistical Analysis. Apply now via the link below to find out more &amp; join our team!",36800.0,43200.0,False,permanent,part_time,IT Jobs,2026-06-26T06:40:55.821713+00:00,https://example-jobs.invalid/job/13,data analyst,2026-06-27T20:40:55.821713+00:00
synthetic-00014,Head of Data,Crestline Media,"Remote, UK",Remote,"We are looking for a Head of Data to join our growing data team in Remote, UK. You will bring the following: Stakeholder Management, Machine Learning, Data Modeling, Project Management, SQL, AWS. Apply now via the link below to find out more &amp; join our team!",80800.0,94800.0,False,permanent,full_time,IT Jobs,2026-07-28T13:40:55.821713+00:00,https://example-jobs.invalid/job/14,head of data,2026-07-29T19:40:55.821713+00:00
synthetic-00015,Analytics Engineer,Crestline Media,Bristol,South West England,"Crestline Media is hiring a Analytics Engineer to help shape our data strategy. You will bring the following: Snowflake, Airflow, BigQuery, Data Modeling, Python, dbt, SQL. This role offers excellent progression opportunities within a supportive team.",,,False,contract,full_time,IT Jobs,2026-06-20T21:40:55.821713+00:00,https://example-jobs.invalid/job/15,analytics engineer,2026-06-20T22:40:55.821713+00:00
synthetic-00016,Data Engineer - Northbridge Data Co,Northbridge Data Co,Leeds,Yorkshire and the Humber,Northbridge Data Co is hiring a Data Engineer to help shape our data strategy. <p>Key skills and experience:</p><ul><li>Spark</li><li>Python</li><li>ETL/ELT</li><li>Airflow</li><li>SQL</li><li>AWS</li><li>Docker</li></ul> This role offers excellent progression opportunities within a supportive team.,,,False,permanent,full_time,IT Jobs,2026-07-15T21:40:55.821713+00:00,https://example-jobs.invalid/job/16,data engineer,2026-07-17T05:40:55.821713+00:00
synthetic-00017,Machine Learning Engineer,Brightfield Analytics,Leeds,Yorkshire and the Humber,"Brightfield Analytics is hiring a Machine Learning Engineer to help shape our data strategy. You will bring the following: AWS, MLOps, Python, Git, Machine Learning, Docker. This role offers excellent progression opportunities within a supportive team.",55600.0,65300.0,False,contract,full_time,IT Jobs,2026-07-27T15:40:55.821713+00:00,https://example-jobs.invalid/job/17,machine learning engineer,2026-07-28T01:40:55.821713+00:00
synthetic-00018,Machine Learning Engineer - Brightfield Analytics,Brightfield Analytics,Edinburgh,Scotland,"Brightfield Analytics is hiring a Machine Learning Engineer to help shape our data strategy. You will bring the following: AWS, Docker, MLOps, Python, Kubernetes, TensorFlow, Machine Learning, Git. <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,contract,part_time,IT Jobs,2026-07-21T00:40:55.821713+00:00,https://example-jobs.invalid/job/18,machine learning engineer,2026-07-21T02:40:55.821713+00:00
synthetic-00019,Senior Data Engineer,Kestrel Insurance Group,Leeds,Yorkshire and the Humber,"Exciting opportunity for a Senior Data Engineer to make an impact at a fast-growing company based in Leeds. <p>Key skills and experience:</p><ul><li>Spark</li><li>AWS</li><li>Docker</li><li>SQL</li><li>Airflow</li><li>Python</li><li>ETL/ELT</li><li>Kubernetes</li></ul> <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",61400.0,72100.0,False,permanent,part_time,IT Jobs,2026-06-20T07:40:55.821713+00:00,https://example-jobs.invalid/job/19,senior data engineer,2026-06-21T09:40:55.821713+00:00
synthetic-00020,Senior Data Scientist - Orbital Logistics,Orbital Logistics,Reading,South East England,"Exciting opportunity for a Senior Data Scientist to make an impact at a fast-growing company based in Reading. You will bring the following: LLMs / GenAI, Machine Learning, Statistical Analysis, PyTorch, SQL, MLOps, NLP, Python, scikit-learn, Deep Learning. This role offers excellent progression opportunities within a supportive team.",80700.0,94700.0,False,contract,full_time,IT Jobs,2026-06-26T07:40:55.821713+00:00,https://example-jobs.invalid/job/20,senior data scientist,2026-06-27T00:40:55.821713+00:00
synthetic-00021,Analytics Engineer,Veridian Energy,Reading,South East England,"Veridian Energy is hiring a Analytics Engineer to help shape our data strategy. You will bring the following: Data Modeling, dbt, BigQuery, Python, SQL, Snowflake. This role offers excellent progression opportunities within a supportive team.",,,False,contract,part_time,IT Jobs,2026-06-30T04:40:55.821713+00:00,https://example-jobs.invalid/job/21,analytics engineer,2026-07-01T23:40:55.821713+00:00
synthetic-00022,Analytics Engineer,Palmer & Vance Retail,Edinburgh,Scotland,"Exciting opportunity for a Analytics Engineer to make an impact at a fast-growing company based in Edinburgh. You will bring the following: BigQuery, Git, dbt, Python, SQL, Airflow, Snowflake, Data Modeling. This role offers excellent progression opportunities within a supportive team.",,,False,contract,full_time,IT Jobs,2026-07-02T23:40:55.821713+00:00,https://example-jobs.invalid/job/22,analytics engineer,2026-07-04T04:40:55.821713+00:00
synthetic-00023,Senior Data Analyst,Crestline Media,Leeds,Yorkshire and the Humber,"Exciting opportunity for a Senior Data Analyst to make an impact at a fast-growing company based in Leeds. You will bring the following: Forecasting, Tableau, Power BI, SQL, Stakeholder Management, Snowflake, Python, Statistical Analysis. <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",49700.0,58300.0,False,contract,part_time,IT Jobs,2026-06-21T19:40:55.821713+00:00,https://example-jobs.invalid/job/23,senior data analyst,2026-06-22T08:40:55.821713+00:00
synthetic-00024,Machine Learning Engineer,Kestrel Insurance Group,Bristol,South West England,"Exciting opportunity for a Machine Learning Engineer to make an impact at a fast-growing company based in Bristol. You will bring the following: Git, Docker, MLOps, Machine Learning, CI/CD, Kubernetes, TensorFlow, AWS, Python, LLMs / GenAI, PyTorch. This role offers excellent progression opportunities within a supportive team.",,,False,contract,part_time,IT Jobs,2026-07-04T20:40:55.821713+00:00,https://example-jobs.invalid/job/24,machine learning engineer,2026-07-06T01:40:55.821713+00:00
synthetic-00025,Data Scientist - Coppergate Fintech,Coppergate Fintech,Bristol,South West England,We are looking for a Data Scientist to join our growing data team in Bristol. <p>Key skills and experience:</p><ul><li>scikit-learn</li><li>A/B Testing</li><li>TensorFlow</li><li>Python</li><li>Statistical Analysis</li><li>SQL</li><li>Machine Learning</li></ul> Apply now via the link below to find out more &amp; join our team!,,,False,permanent,full_time,IT Jobs,2026-07-27T09:40:55.821713+00:00,https://example-jobs.invalid/job/25,data scientist,2026-07-27T19:40:55.821713+00:00
synthetic-00026,Senior Data Analyst,Orbital Logistics,Glasgow,Scotland,"Orbital Logistics is hiring a Senior Data Analyst to help shape our data strategy. <p>Key skills and experience:</p><ul><li>Stakeholder Management</li><li>dbt</li><li>Tableau</li><li>Statistical Analysis</li><li>Power BI</li><li>Python</li><li>SQL</li><li>Forecasting</li></ul> <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,permanent,part_time,IT Jobs,2026-07-13T01:40:55.821713+00:00,https://example-jobs.invalid/job/26,senior data analyst,2026-07-14T04:40:55.821713+00:00
synthetic-00027,Senior Data Engineer,Orbital Logistics,Leeds,Yorkshire and the Humber,"We are looking for a Senior Data Engineer to join our growing data team in Leeds. You will bring the following: Kafka, Airflow, Databricks, Python, Docker, AWS, SQL, ETL/ELT, Spark, Kubernetes, CI/CD. <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,permanent,part_time,IT Jobs,2026-07-21T12:40:55.821713+00:00,https://example-jobs.invalid/job/27,senior data engineer,2026-07-22T05:40:55.821713+00:00
synthetic-00028,Senior Data Scientist,Ironbridge Manufacturing,Birmingham,West Midlands,Ironbridge Manufacturing is hiring a Senior Data Scientist to help shape our data strategy. <p>Key skills and experience:</p><ul><li>Deep Learning</li><li>SQL</li><li>MLOps</li><li>LLMs / GenAI</li><li>scikit-learn</li><li>Statistical Analysis</li><li>Python</li><li>PyTorch</li><li>Machine Learning</li></ul> This role offers excellent progression opportunities within a supportive team.,76000.0,89300.0,False,permanent,full_time,IT Jobs,2026-07-31T06:40:55.821713+00:00,https://example-jobs.invalid/job/28,senior data scientist,2026-07-31T19:40:55.821713+00:00
synthetic-00029,Data Engineer,Veridian Energy,Cambridge,East of England,"Veridian Energy is hiring a Data Engineer to help shape our data strategy. You will bring the following: ETL/ELT, Python, Docker, Airflow, Spark, SQL, AWS. This role offers excellent progression opportunities within a supportive team.",,,False,contract,part_time,IT Jobs,2026-07-22T04:40:55.821713+00:00,https://example-jobs.invalid/job/29,data engineer,2026-07-22T11:40:55.821713+00:00
synthetic-00030,Machine Learning Engineer,Northbridge Data Co,Bristol,South West England,"We are looking for a Machine Learning Engineer to join our growing data team in Bristol. You will bring the following: Git, Kubernetes, TensorFlow, PyTorch, AWS, MLOps, Docker, Python, Machine Learning, LLMs / GenAI. Apply now via the link below to find out more &amp; join our team!",51300.0,60200.0,False,contract,full_time,IT Jobs,2026-07-08T17:40:55.821713+00:00,https://example-jobs.invalid/job/30,machine learning engineer,2026-07-09T23:40:55.821713+00:00
synthetic-00031,Analytics Engineer - Hawksmoor Consulting,Hawksmoor Consulting,Leeds,Yorkshire and the Humber,"Exciting opportunity for a Analytics Engineer to make an impact at a fast-growing company based in Leeds. You will bring the following: Snowflake, Data Modeling, Airflow, Python, SQL, dbt, Git, BigQuery. This role offers excellent progression opportunities within a supportive team.",65500.0,76900.0,False,permanent,part_time,IT Jobs,2026-07-30T22:40:55.821713+00:00,https://example-jobs.invalid/job/31,analytics engineer,2026-07-31T19:40:55.821713+00:00
synthetic-00032,Data Scientist,Solstice Bank,Birmingham,West Midlands,"Solstice Bank is hiring a Data Scientist to help shape our data strategy. You will bring the following: Python, scikit-learn, SQL, NLP, TensorFlow, Deep Learning, A/B Testing, Statistical Analysis, Machine Learning. Apply now via the link below to find out more &amp; join our team!",,,False,permanent,part_time,IT Jobs,2026-07-27T04:40:55.821713+00:00,https://example-jobs.invalid/job/32,data scientist,2026-07-27T19:40:55.821713+00:00
synthetic-00033,Head of Data - Marlow Digital,Marlow Digital,Birmingham,West Midlands,"We are looking for a Head of Data to join our growing data team in Birmingham. <p>Key skills and experience:</p><ul><li>Stakeholder Management</li><li>Machine Learning</li><li>Project Management</li><li>Agile</li><li>Data Modeling</li><li>SQL</li></ul> <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",111900.0,131400.0,False,contract,part_time,IT Jobs,2026-06-27T15:40:55.821713+00:00,https://example-jobs.invalid/job/33,head of data,2026-06-28T03:40:55.821713+00:00
synthetic-00034,Head of Data,Hawksmoor Consulting,Reading,South East England,"We are looking for a Head of Data to join our growing data team in Reading. You will bring the following: Data Modeling, AWS, Stakeholder Management, Agile, Project Management, SQL. <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",83400.0,97900.0,False,permanent,part_time,IT Jobs,2026-07-28T20:40:55.821713+00:00,https://example-jobs.invalid/job/34,head of data,2026-07-29T15:40:55.821713+00:00
synthetic-00035,Senior Data Analyst,Hawksmoor Consulting,London,London,"We are looking for a Senior Data Analyst to join our growing data team in London. <p>Key skills and experience:</p><ul><li>Power BI</li><li>Statistical Analysis</li><li>Stakeholder Management</li><li>dbt</li><li>SQL</li><li>Python</li><li>Tableau</li><li>Forecasting</li></ul> <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,contract,full_time,IT Jobs,2026-07-29T09:40:55.821713+00:00,https://example-jobs.invalid/job/35,senior data analyst,2026-07-29T19:40:55.821713+00:00
synthetic-00036,Senior Data Engineer,Crestline Media,Manchester,North West England,"We are looking for a Senior Data Engineer to join our growing data team in Manchester. You will bring the following: SQL, Airflow, CI/CD, Python, Docker, Databricks, Spark, Kubernetes, AWS, Git, ETL/ELT. Apply now via the link below to find out more &amp; join our team!",,,False,permanent,full_time,IT Jobs,2026-07-22T06:40:55.821713+00:00,https://example-jobs.invalid/job/36,senior data engineer,2026-07-22T18:40:55.821713+00:00
synthetic-00037,Machine Learning Engineer - Thistledown Public Sector,Thistledown Public Sector,Cambridge,East of England,"Exciting opportunity for a Machine Learning Engineer to make an impact at a fast-growing company based in Cambridge. <p>Key skills and experience:</p><ul><li>TensorFlow</li><li>CI/CD</li><li>AWS</li><li>Docker</li><li>Machine Learning</li><li>Git</li><li>Python</li><li>Kubernetes</li><li>LLMs / GenAI</li><li>MLOps</li></ul> <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,contract,part_time,IT Jobs,2026-07-15T09:40:55.821713+00:00,https://example-jobs.invalid/job/37,machine learning engineer,2026-07-15T14:40:55.821713+00:00
synthetic-00038,Business Intelligence Analyst - Marlow Digital,Marlow Digital,Manchester,North West England,Marlow Digital is hiring a Business Intelligence Analyst to help shape our data strategy. <p>Key skills and experience:</p><ul><li>Qlik</li><li>SQL</li><li>Power BI</li><li>Data Modeling</li><li>Azure</li><li>Excel</li></ul> Apply now via the link below to find out more &amp; join our team!,,,False,permanent,part_time,IT Jobs,2026-06-24T05:40:55.821713+00:00,https://example-jobs.invalid/job/38,business intelligence analyst,2026-06-24T07:40:55.821713+00:00
synthetic-00039,Head of Data,Ironbridge Manufacturing,London,London,Ironbridge Manufacturing is hiring a Head of Data to help shape our data strategy. <p>Key skills and experience:</p><ul><li>SQL</li><li>Stakeholder Management</li><li>Project Management</li><li>Data Modeling</li><li>Machine Learning</li></ul> Apply now via the link below to find out more &amp; join our team!,,,False,permanent,full_time,IT Jobs,2026-07-02T02:40:55.821713+00:00,https://example-jobs.invalid/job/39,head of data,2026-07-03T05:40:55.821713+00:00
synthetic-00040,Senior Data Scientist - Thistledown Public Sector,Thistledown Public Sector,Glasgow,Scotland,"Exciting opportunity for a Senior Data Scientist to make an impact at a fast-growing company based in Glasgow. You will bring the following: LLMs / GenAI, Statistical Analysis, Machine Learning, scikit-learn, Deep Learning, MLOps, SQL, Python, PyTorch. <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,contract,part_time,IT Jobs,2026-06-27T23:40:55.821713+00:00,https://example-jobs.invalid/job/40,senior data scientist,2026-06-29T02:40:55.821713+00:00
synthetic-00041,Business Intelligence Analyst,Palmer & Vance Retail,London,London,"Palmer & Vance Retail is hiring a Business Intelligence Analyst to help shape our data strategy. You will bring the following: Power BI, Tableau, SQL, Azure, Data Modeling, Excel. <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,permanent,full_time,IT Jobs,2026-07-12T20:40:55.821713+00:00,https://example-jobs.invalid/job/41,business intelligence analyst,2026-07-12T21:40:55.821713+00:00
synthetic-00042,Senior Data Analyst,Northbridge Data Co,Cambridge,East of England,Exciting opportunity for a Senior Data Analyst to make an impact at a fast-growing company based in Cambridge. <p>Key skills and experience:</p><ul><li>SQL</li><li>Power BI</li><li>Python</li><li>dbt</li><li>Statistical Analysis</li><li>Tableau</li><li>Stakeholder Management</li></ul> This role offers excellent progression opportunities within a supportive team.,42000.0,49300.0,False,permanent,full_time,IT Jobs,2026-07-19T18:40:55.821713+00:00,https://example-jobs.invalid/job/42,senior data analyst,2026-07-21T03:40:55.821713+00:00
synthetic-00043,Data Scientist - Ferngate Health,Ferngate Health,Glasgow,Scotland,"Exciting opportunity for a Data Scientist to make an impact at a fast-growing company based in Glasgow. You will bring the following: Python, A/B Testing, Machine Learning, TensorFlow, Deep Learning, scikit-learn, Statistical Analysis, SQL, NLP. <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,contract,full_time,IT Jobs,2026-07-16T19:40:55.821713+00:00,https://example-jobs.invalid/job/43,data scientist,2026-07-17T20:40:55.821713+00:00
synthetic-00044,Senior Data Scientist,Thistledown Public Sector,Cambridge,East of England,"We are looking for a Senior Data Scientist to join our growing data team in Cambridge. You will bring the following: SQL, MLOps, NLP, Deep Learning, Statistical Analysis, scikit-learn, Machine Learning, Python, LLMs / GenAI. Apply now via the link below to find out more &amp; join our team!",60600.0,71100.0,False,permanent,part_time,IT Jobs,2026-07-23T00:40:55.821713+00:00,https://example-jobs.invalid/job/44,senior data scientist,2026-07-24T18:40:55.821713+00:00
synthetic-00045,Data Scientist,Hawksmoor Consulting,Birmingham,West Midlands,"We are looking for a Data Scientist to join our growing data team in Birmingham. You will bring the following: Machine Learning, scikit-learn, SQL, Python, Statistical Analysis, NLP, A/B Testing, Deep Learning. Apply now via the link below to find out more &amp; join our team!",,,False,permanent,part_time,IT Jobs,2026-07-27T00:40:55.821713+00:00,https://example-jobs.invalid/job/45,data scientist,2026-07-27T07:40:55.821713+00:00
synthetic-00046,Data Engineer - Willowmere Telecom,Willowmere Telecom,Leeds,Yorkshire and the Humber,Exciting opportunity for a Data Engineer to make an impact at a fast-growing company based in Leeds. <p>Key skills and experience:</p><ul><li>AWS</li><li>Spark</li><li>SQL</li><li>Docker</li><li>ETL/ELT</li><li>Airflow</li><li>Python</li></ul> This role offers excellent progression opportunities within a supportive team.,49800.0,58500.0,False,contract,full_time,IT Jobs,2026-07-21T08:40:55.821713+00:00,https://example-jobs.invalid/job/46,data engineer,2026-07-21T20:40:55.821713+00:00
synthetic-00047,Business Intelligence Analyst,Kestrel Insurance Group,"Remote, UK",Remote,"Exciting opportunity for a Business Intelligence Analyst to make an impact at a fast-growing company based in Remote, UK. You will bring the following: Qlik, SQL, Power BI, Data Modeling, Excel. This role offers excellent progression opportunities within a supportive team.",39100.0,45900.0,False,contract,part_time,IT Jobs,2026-07-27T23:40:55.821713+00:00,https://example-jobs.invalid/job/47,business intelligence analyst,2026-07-28T22:40:55.821713+00:00
synthetic-00048,Data Scientist - Coppergate Fintech,Coppergate Fintech,Cambridge,East of England,Coppergate Fintech is hiring a Data Scientist to help shape our data strategy. <p>Key skills and experience:</p><ul><li>scikit-learn</li><li>SQL</li><li>NLP</li><li>Machine Learning</li><li>Python</li><li>Statistical Analysis</li><li>TensorFlow</li></ul> This role offers excellent progression opportunities within a supportive team.,49000.0,57500.0,False,permanent,part_time,IT Jobs,2026-06-20T01:40:55.821713+00:00,https://example-jobs.invalid/job/48,data scientist,2026-06-20T19:40:55.821713+00:00
synthetic-00049,Data Scientist,Hawksmoor Consulting,Bristol,South West England,"Hawksmoor Consulting is hiring a Data Scientist to help shape our data strategy. You will bring the following: Statistical Analysis, Python, NLP, A/B Testing, SQL, scikit-learn, Machine Learning. Apply now via the link below to find out more &amp; join our team!",,,False,permanent,part_time,IT Jobs,2026-07-29T19:40:55.821713+00:00,https://example-jobs.invalid/job/49,data scientist,2026-07-30T19:40:55.821713+00:00
synthetic-00050,Senior Data Scientist,Kestrel Insurance Group,Glasgow,Scotland,"Exciting opportunity for a Senior Data Scientist to make an impact at a fast-growing company based in Glasgow. You will bring the following: SQL, Machine Learning, Python, Statistical Analysis, Deep Learning, scikit-learn, PyTorch. Apply now via the link below to find out more &amp; join our team!",,,False,permanent,full_time,IT Jobs,2026-07-11T10:40:55.821713+00:00,https://example-jobs.invalid/job/50,senior data scientist,2026-07-12T16:40:55.821713+00:00
synthetic-00051,Machine Learning Engineer,Ferngate Health,Reading,South East England,Exciting opportunity for a Machine Learning Engineer to make an impact at a fast-growing company based in Reading. <p>Key skills and experience:</p><ul><li>Machine Learning</li><li>MLOps</li><li>Git</li><li>Docker</li><li>Python</li><li>AWS</li></ul> This role offers excellent progression opportunities within a supportive team.,,,False,permanent,full_time,IT Jobs,2026-06-25T01:40:55.821713+00:00,https://example-jobs.invalid/job/51,machine learning engineer,2026-06-26T18:40:55.821713+00:00
synthetic-00052,Business Intelligence Analyst - Hawksmoor Consulting,Hawksmoor Consulting,London,London,"Hawksmoor Consulting is hiring a Business Intelligence Analyst to help shape our data strategy. <p>Key skills and experience:</p><ul><li>Azure</li><li>Power BI</li><li>Excel</li><li>Data Modeling</li><li>SQL</li><li>Tableau</li></ul> <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",34800.0,40900.0,False,permanent,full_time,IT Jobs,2026-07-30T04:40:55.821713+00:00,https://example-jobs.invalid/job/52,business intelligence analyst,2026-07-31T12:40:55.821713+00:00
synthetic-00053,Machine Learning Engineer,Ferngate Health,Cambridge,East of England,"We are looking for a Machine Learning Engineer to join our growing data team in Cambridge. You will bring the following: Git, MLOps, AWS, TensorFlow, Kubernetes, Python, Docker, LLMs / GenAI, CI/CD, Machine Learning, PyTorch. <p>We offer a competitive salary, hybrid working, and 25 days holiday.</p>",,,False,contract,part_time,IT Jobs,2026-07-08T20:40:55.821713+00:00,https://example-jobs.invalid/job/53,machine learning engineer,2026-07-10T14:40:55.821713+00:00
